,elem1,elem2,elem3,elem4,comp1,comp2,comp3,comp4,melt_point
1327,Co,Se,O,Vac,16.666666666666664,16.666666666666664,66.66666666666666,0.0,888.139892578125
1328,Ba,Cu,Cl,O,33.33333333333333,16.666666666666664,16.666666666666664,33.33333333333333,992.4124755859375
1329,Co,Te,Mo,O,11.11111111111111,11.11111111111111,11.11111111111111,66.66666666666666,1074.0599365234375
1330,Y,Bi,I,O,12.5,25.0,12.5,50.0,1026.762939453125
1331,Sr,Ti,O,Vac,20.0,20.0,60.0,0.0,2125.563232421875
1332,Ca,Bi,O,Vac,57.14285714285714,28.57142857142857,14.285714285714285,0.0,1290.03857421875
1333,Pr,Bi,Br,O,12.5,25.0,12.5,50.0,1182.3040771484375
1334,Dy,Bi,Cl,O,12.5,25.0,12.5,50.0,1336.7974853515625
1335,Nd,Ti,S,O,18.181818181818183,18.181818181818183,18.181818181818183,45.45454545454545,1463.9505615234375
1336,Bi,Se,O,Vac,40.0,20.0,40.0,0.0,956.5965576171875
1337,Ag,N,O,Vac,20.0,20.0,60.0,0.0,487.2139892578125
1338,Sm,Bi,I,O,12.5,25.0,12.5,50.0,1049.44384765625
1339,La,Cu,Se,O,25.0,25.0,25.0,25.0,1263.8167724609375
1340,Sr,Cu,Br,O,33.33333333333333,16.666666666666664,16.666666666666664,33.33333333333333,992.0909423828125
1341,Ba,Ni,Mo,O,20.0,10.0,10.0,60.0,1575.1964111328125
1342,Y,Bi,Cl,O,12.5,25.0,12.5,50.0,1233.255126953125
1343,Tm,Bi,I,O,12.5,25.0,12.5,50.0,1142.98779296875
1344,Tb,Bi,I,O,12.5,25.0,12.5,50.0,1065.659423828125
1345,Ba,Cu,Br,O,33.33333333333333,16.666666666666664,16.666666666666664,33.33333333333333,825.5980834960938
1346,Pr,Ti,S,O,18.181818181818183,18.181818181818183,18.181818181818183,45.45454545454545,1446.590087890625
1347,Dy,Bi,Br,O,12.5,25.0,12.5,50.0,1220.7540283203125
1348,Pr,Bi,Cl,O,12.5,25.0,12.5,50.0,1349.41943359375
1349,Sr,Ti,O,Vac,28.57142857142857,14.285714285714285,57.14285714285714,0.0,2303.345947265625
1350,Nd,Bi,Br,O,12.5,25.0,12.5,50.0,1177.45849609375
1351,Y,Bi,Br,O,12.5,25.0,12.5,50.0,1108.7841796875
1352,Nd,Se,O,Vac,36.36363636363637,27.27272727272727,36.36363636363637,0.0,2287.978515625
1353,Cs,Cu,O,Vac,16.666666666666664,50.0,33.33333333333333,0.0,997.2825317382812
1354,Cs,Cu,O,Vac,25.0,25.0,50.0,0.0,812.860107421875
1355,Rb,Ag,O,Vac,50.0,16.666666666666664,33.33333333333333,0.0,726.418701171875
1356,K,V,Ag,O,3.125,12.5,34.375,50.0,833.158935546875
1357,Eu,B,Cl,O,11.76470588235294,29.411764705882355,5.88235294117647,52.94117647058824,1158.6309814453125
1358,W,O,Vac,Vac,25.0,75.0,0.0,0.0,1747.6737060546875
1359,Ba,Lu,Zn,O,14.285714285714285,9.523809523809524,23.809523809523807,52.38095238095239,1894.22607421875
1360,Sm,Cu,Mo,O,8.333333333333332,8.333333333333332,16.666666666666664,66.66666666666666,1355.009765625
1361,K,Fe,Mo,O,8.333333333333332,8.333333333333332,16.666666666666664,66.66666666666666,1023.92578125
1362,Sr,Al,Cr,O,14.814814814814813,22.22222222222222,3.7037037037037033,59.25925925925925,1886.3897705078125
1363,K,Cu,P,O,16.666666666666664,8.333333333333332,16.666666666666664,58.333333333333336,978.642822265625
1364,V,P,O,Vac,14.285714285714285,14.285714285714285,71.42857142857143,0.0,895.0289916992188
1365,Rb,Sn,I,O,11.11111111111111,11.11111111111111,11.11111111111111,66.66666666666666,591.7619018554688
1366,Ta,Bi,Br,O,7.142857142857142,28.57142857142857,7.142857142857142,57.14285714285714,1175.019287109375
1367,K,V,S,O,11.11111111111111,11.11111111111111,11.11111111111111,66.66666666666666,623.621826171875
1368,Mn,Rh,O,Vac,14.285714285714285,28.57142857142857,57.14285714285714,0.0,1486.7193603515625
1369,Tc,Bi,O,Vac,8.333333333333332,25.0,66.66666666666666,0.0,1223.610107421875
1370,Na,Se,O,Vac,35.294117647058826,11.76470588235294,52.94117647058824,0.0,1044.437744140625
1371,Mn,Bi,P,O,20.0,10.0,10.0,60.0,1237.1732177734375
1372,Ba,Sb,P,O,8.0,16.0,8.0,68.0,1920.3106689453125
1373,Nd,Cu,Mo,O,8.333333333333332,8.333333333333332,16.666666666666664,66.66666666666666,1351.8802490234375
1374,Ba,Os,Cl,O,20.833333333333336,12.5,4.166666666666666,62.5,1266.9639892578125
1375,Eu,C,O,Vac,20.0,20.0,60.0,0.0,1262.5208740234375
1376,Li,Re,O,Vac,41.66666666666667,8.333333333333332,50.0,0.0,892.3054809570312
1377,Ta,Bi,Br,O,13.333333333333334,26.666666666666668,46.666666666666664,13.333333333333334,825.7262573242188
1378,K,Sr,V,O,13.333333333333334,6.666666666666667,20.0,60.0,815.3538818359375
1379,Cr,P,Pb,O,4.761904761904762,9.523809523809524,23.809523809523807,61.904761904761905,1140.3800048828125
1380,Ru,O,Vac,Vac,20.0,80.0,0.0,0.0,847.3656005859375
1381,Ta,Cd,O,Vac,18.181818181818183,18.181818181818183,63.63636363636363,0.0,1844.272216796875
1382,V,Pb,Cl,O,16.666666666666664,16.666666666666664,16.666666666666664,50.0,609.8591918945312
1383,Na,Zn,O,Vac,28.57142857142857,28.57142857142857,42.857142857142854,0.0,1235.1243896484375
1384,K,Nb,O,Vac,5.263157894736842,26.31578947368421,68.42105263157895,0.0,1461.175048828125
1385,Ti,S,O,Vac,14.285714285714285,14.285714285714285,71.42857142857143,0.0,1675.214111328125
1386,Rb,Na,Au,O,16.666666666666664,33.33333333333333,16.666666666666664,33.33333333333333,711.3390502929688
1387,Cd,Ge,Bi,O,10.0,10.0,20.0,60.0,1147.4034423828125
1388,Fe,Si,P,O,10.714285714285714,3.571428571428571,17.857142857142858,67.85714285714286,1498.630126953125
1389,Ba,Re,N,O,18.51851851851852,11.11111111111111,3.7037037037037033,66.66666666666666,564.0335083007812
1390,Ba,In,Br,O,28.57142857142857,14.285714285714285,14.285714285714285,42.857142857142854,882.577880859375
1391,K,Sm,Ir,O,16.666666666666664,16.666666666666664,8.333333333333332,58.333333333333336,1255.7353515625
1392,Eu,Si,Cl,O,25.0,12.5,25.0,37.5,782.78369140625
1393,Mn,Se,O,Vac,16.666666666666664,16.666666666666664,66.66666666666666,0.0,808.4539794921875
1394,K,V,S,O,7.6923076923076925,7.6923076923076925,15.384615384615385,69.23076923076923,651.4378662109375
1395,K,Bi,Br,O,5.88235294117647,35.294117647058826,5.88235294117647,52.94117647058824,1000.3700561523438
1396,Sr,Re,O,Vac,26.31578947368421,10.526315789473683,63.1578947368421,0.0,1567.2911376953125
1397,Ce,Zr,P,O,1.9230769230769231,11.538461538461538,17.307692307692307,69.23076923076923,2149.4423828125
1398,Na,Os,O,Vac,33.33333333333333,11.11111111111111,55.55555555555556,0.0,949.2698974609375
1399,Os,O,F,Vac,14.285714285714285,14.285714285714285,71.42857142857143,0.0,339.6266784667969
1400,Na,Ti,O,Vac,19.047619047619047,23.809523809523807,57.14285714285714,0.0,1190.501708984375
1401,La,Cu,S,O,33.33333333333333,11.11111111111111,33.33333333333333,22.22222222222222,1645.412841796875
1402,K,Nd,Ir,O,16.666666666666664,16.666666666666664,8.333333333333332,58.333333333333336,1246.4019775390625
1403,Ba,Hg,Cl,O,14.285714285714285,28.57142857142857,28.57142857142857,28.57142857142857,614.3963623046875
1404,Ba,Ti,S,O,22.22222222222222,18.51851851851852,55.55555555555556,3.7037037037037033,1681.7568359375
1405,V,Hg,P,O,6.25,25.0,12.5,56.25,865.2351684570312
1406,Na,Sr,Bi,O,9.090909090909092,27.27272727272727,9.090909090909092,54.54545454545454,1339.1673583984375
1407,Ba,Nb,Bi,O,7.142857142857142,14.285714285714285,14.285714285714285,64.28571428571429,1568.7548828125
1408,Sr,V,Ag,O,5.263157894736842,21.052631578947366,10.526315789473683,63.1578947368421,878.7431030273438
1409,La,Ru,O,Vac,25.0,10.714285714285714,64.28571428571429,0.0,1300.68603515625
1410,Pr,Cu,Mo,O,8.333333333333332,8.333333333333332,16.666666666666664,66.66666666666666,1348.7576904296875
1411,Hg,Se,O,Vac,33.33333333333333,16.666666666666664,50.0,0.0,765.4033813476562
1412,Li,Zn,Sn,O,14.285714285714285,7.142857142857142,21.428571428571427,57.14285714285714,1473.569091796875
1413,Cd,B,O,Vac,27.27272727272727,18.181818181818183,54.54545454545454,0.0,1277.7275390625
1414,Ba,In,Br,O,25.0,16.666666666666664,16.666666666666664,41.66666666666667,826.7398071289062
1415,Nb,O,Vac,Vac,28.57142857142857,71.42857142857143,0.0,0.0,1805.1444091796875
1416,Pr,S,O,Vac,40.0,56.00000000000001,4.0,0.0,2221.64697265625
1417,Si,Sn,O,Vac,6.666666666666667,40.0,53.333333333333336,0.0,1550.04248046875
1418,Rb,Tl,S,O,8.333333333333332,8.333333333333332,16.666666666666664,66.66666666666666,924.8645629882812
1419,Na,Ga,Te,O,15.0,15.0,10.0,60.0,991.5869750976562
1420,Bi,C,O,Vac,25.0,12.5,62.5,0.0,549.2512817382812
1421,Rb,Sb,O,Vac,13.636363636363635,22.727272727272727,63.63636363636363,0.0,1475.290771484375
1422,Ca,V,P,O,6.666666666666667,13.333333333333334,13.333333333333334,66.66666666666666,1236.28271484375
1423,Ba,Al,In,O,22.22222222222222,11.11111111111111,11.11111111111111,55.55555555555556,2049.14453125
1424,Na,Bi,Sb,O,5.88235294117647,11.76470588235294,17.647058823529413,64.70588235294117,1333.32080078125
1425,Ba,Na,Bi,O,27.27272727272727,9.090909090909092,9.090909090909092,54.54545454545454,1253.1591796875
1426,Na,Ce,P,O,21.428571428571427,7.142857142857142,14.285714285714285,57.14285714285714,1600.81103515625
1427,Cs,K,Te,O,20.0,20.0,10.0,50.0,850.5338134765625
1428,Ba,Bi,Te,O,20.0,13.333333333333334,6.666666666666667,60.0,1081.7288818359375
1429,Ba,Ca,Mn,O,20.588235294117645,5.88235294117647,14.705882352941178,58.82352941176471,1631.94873046875
1430,Ba,Fe,Br,O,25.0,16.666666666666664,16.666666666666664,41.66666666666667,874.4581909179688
1431,Rb,Nb,S,O,23.52941176470588,11.76470588235294,58.82352941176471,5.88235294117647,1130.299560546875
1432,Sr,Fe,Br,O,28.57142857142857,14.285714285714285,14.285714285714285,42.857142857142854,1162.298095703125
1433,Cd,Bi,As,O,20.0,10.0,10.0,60.0,1115.79833984375
1434,Mn,B,Cl,O,12.5,29.166666666666668,4.166666666666666,54.166666666666664,1132.792236328125
1435,Tl,Ga,S,O,11.11111111111111,33.33333333333333,48.148148148148145,7.4074074074074066,1015.6851806640625
1436,Na,Fe,As,O,15.0,10.0,15.0,60.0,1250.4674072265625
1437,Ag,Hg,P,O,12.5,25.0,12.5,50.0,687.1664428710938
1438,Ba,Ag,Au,O,33.33333333333333,8.333333333333332,8.333333333333332,50.0,959.015869140625
1439,Nb,P,O,Vac,14.285714285714285,14.285714285714285,71.42857142857143,0.0,1611.142333984375
1440,Sr,Fe,Se,O,10.344827586206897,6.896551724137931,20.689655172413794,62.06896551724138,1223.5621337890625
1441,Rb,Na,Sn,O,11.11111111111111,33.33333333333333,11.11111111111111,44.44444444444444,997.26904296875
1442,Nb,O,Vac,Vac,33.33333333333333,66.66666666666666,0.0,0.0,2087.2607421875
1443,K,Bi,Cl,O,5.88235294117647,35.294117647058826,5.88235294117647,52.94117647058824,1161.755615234375
1444,Ba,Pr,Ti,O,6.25,12.5,18.75,62.5,2166.005126953125
1445,Sr,Cr,O,Vac,10.0,20.0,70.0,0.0,1614.9276123046875
1446,V,Ag,Se,O,12.5,12.5,12.5,62.5,609.4376220703125
1447,V,Cd,P,O,13.333333333333334,6.666666666666667,13.333333333333334,66.66666666666666,1033.88134765625
1448,Hg,I,N,O,16.666666666666664,16.666666666666664,16.666666666666664,50.0,406.33148193359375
1449,Tl,Cu,P,O,11.428571428571429,11.428571428571429,17.142857142857142,60.0,841.240966796875
1450,V,Se,O,Vac,11.11111111111111,22.22222222222222,66.66666666666666,0.0,346.80859375
1451,Ag,N,Cl,O,28.57142857142857,14.285714285714285,14.285714285714285,42.857142857142854,458.6912841796875
1452,Na,V,O,Vac,16.666666666666664,25.0,58.333333333333336,0.0,1017.2845458984375
1453,Ag,I,N,O,28.57142857142857,14.285714285714285,14.285714285714285,42.857142857142854,467.4757385253906
1454,Na,Pb,O,Vac,50.0,8.333333333333332,41.66666666666667,0.0,945.6552124023438
1455,Ge,Cl,O,F,11.11111111111111,11.11111111111111,22.22222222222222,55.55555555555556,246.41073608398438
1456,Na,Bi,Au,O,11.11111111111111,22.22222222222222,11.11111111111111,55.55555555555556,919.834716796875
1457,Na,Ca,Bi,O,25.0,16.666666666666664,8.333333333333332,50.0,1518.2354736328125
1458,Mo,Pb,Cl,O,9.090909090909092,27.27272727272727,18.181818181818183,45.45454545454545,1077.5372314453125
1459,Ce,P,O,Vac,16.666666666666664,16.666666666666664,66.66666666666666,0.0,2109.540283203125
1460,Rb,Cr,Bi,O,8.333333333333332,16.666666666666664,8.333333333333332,66.66666666666666,933.4684448242188
1461,Nb,I,O,Vac,25.0,25.0,50.0,0.0,479.16680908203125
1462,Si,Mo,P,O,5.405405405405405,10.81081081081081,16.216216216216218,67.56756756756756,1139.9990234375
1463,Hg,Sb,O,Vac,18.181818181818183,18.181818181818183,63.63636363636363,0.0,1011.8652954101562
1464,K,Nb,B,O,15.0,15.0,10.0,60.0,1356.327392578125
1465,La,S,O,Vac,33.33333333333333,33.33333333333333,33.33333333333333,0.0,2352.30517578125
1466,Li,Bi,O,Vac,37.5,12.5,50.0,0.0,1229.7109375
1467,K,Ba,Sb,O,11.11111111111111,44.44444444444444,33.33333333333333,11.11111111111111,1296.1041259765625
1468,Tl,Sb,O,Vac,20.0,20.0,60.0,0.0,880.0333251953125
1469,Cs,K,Au,O,16.666666666666664,33.33333333333333,16.666666666666664,33.33333333333333,690.953857421875
1470,Ba,Li,W,O,20.0,8.0,12.0,60.0,1409.3115234375
1471,Ba,Ag,Hg,O,11.11111111111111,22.22222222222222,22.22222222222222,44.44444444444444,837.0631103515625
1472,K,V,P,O,8.333333333333332,16.666666666666664,8.333333333333332,66.66666666666666,861.8121948242188
1473,Ga,N,O,Vac,5.0,25.0,70.0,0.0,466.9131774902344
1474,Na,V,P,O,10.0,15.0,10.0,65.0,870.6454467773438
1475,Sr,Li,Ta,O,8.333333333333332,16.666666666666664,16.666666666666664,58.333333333333336,1983.070068359375
1476,V,Ge,O,F,22.22222222222222,11.11111111111111,44.44444444444444,22.22222222222222,582.4188842773438
1477,Ba,Ti,O,Vac,20.0,20.0,60.0,0.0,1976.72216796875
1478,Ag,Hg,As,O,12.5,25.0,12.5,50.0,677.774658203125
1479,Ba,In,Cl,O,28.57142857142857,14.285714285714285,14.285714285714285,42.857142857142854,1221.96923828125
1480,Ga,Bi,O,Vac,20.0,20.0,60.0,0.0,1184.072998046875
1481,K,Au,I,O,50.0,10.0,20.0,20.0,664.63037109375
1482,Cr,B,I,O,12.5,29.166666666666668,4.166666666666666,54.166666666666664,685.600341796875
1483,K,Nb,S,O,23.52941176470588,11.76470588235294,58.82352941176471,5.88235294117647,1130.461669921875
1484,Ba,V,P,O,13.043478260869565,8.695652173913043,13.043478260869565,65.21739130434783,1435.875732421875
1485,K,Li,I,O,33.33333333333333,8.333333333333332,8.333333333333332,50.0,942.0211791992188
1486,K,Bi,I,O,5.88235294117647,35.294117647058826,5.88235294117647,52.94117647058824,901.24853515625
1487,La,Se,O,Vac,40.0,56.00000000000001,4.0,0.0,1991.1614990234375
1488,Ag,Mo,Se,O,16.0,8.0,12.0,64.0,820.319091796875
1489,Rb,Cd,Si,O,25.0,12.5,12.5,50.0,1137.9234619140625
1490,Nb,Pb,O,Vac,22.22222222222222,11.11111111111111,66.66666666666666,0.0,1553.00048828125
1491,Ba,Mn,Si,O,13.333333333333334,13.333333333333334,13.333333333333334,60.0,1722.650146484375
1492,Ba,Ru,Br,O,27.77777777777778,11.11111111111111,11.11111111111111,50.0,1029.8145751953125
1493,K,Nb,B,O,15.0,15.0,10.0,60.0,1356.327392578125
1494,Eu,B,Br,O,11.76470588235294,29.411764705882355,5.88235294117647,52.94117647058824,944.5589599609375
1495,Cs,As,Pd,O,8.695652173913043,17.391304347826086,13.043478260869565,60.86956521739131,906.8079833984375
1496,Sr,V,Cl,O,16.666666666666664,16.666666666666664,16.666666666666664,50.0,734.07666015625
1497,K,Ce,N,O,7.4074074074074066,3.7037037037037033,22.22222222222222,66.66666666666666,399.2647399902344
1498,Ba,Ti,Pt,O,23.52941176470588,11.76470588235294,5.88235294117647,58.82352941176471,1593.4542236328125
1499,Gd,Si,Se,O,25.0,12.5,18.75,43.75,1688.8052978515625
1500,Ca,Re,O,Vac,26.31578947368421,10.526315789473683,63.1578947368421,0.0,1589.96484375
1501,Ca,Mn,Si,O,5.0,30.0,5.0,60.0,1521.3515625
1502,In,Ge,Ir,O,41.17647058823529,5.88235294117647,5.88235294117647,47.05882352941176,1363.803955078125
1503,Eu,Br,O,Vac,36.36363636363637,54.54545454545454,9.090909090909092,0.0,1019.8525390625
1504,K,Na,Au,O,16.666666666666664,33.33333333333333,16.666666666666664,33.33333333333333,712.3477172851562
1505,W,O,Vac,Vac,25.0,75.0,0.0,0.0,1747.6737060546875
1506,Ba,Sr,Ta,O,9.090909090909092,9.090909090909092,18.181818181818183,63.63636363636363,1958.0794677734375
1507,K,Cr,Ag,O,9.090909090909092,18.181818181818183,9.090909090909092,63.63636363636363,732.9512939453125
1508,Ca,Te,O,Vac,22.727272727272727,13.636363636363635,63.63636363636363,0.0,1317.6873779296875
1509,Cs,In,O,Vac,11.11111111111111,33.33333333333333,55.55555555555556,0.0,1448.4027099609375
1510,Li,Mn,Si,O,25.0,12.5,12.5,50.0,1556.555419921875
1511,V,P,Pb,O,11.11111111111111,11.11111111111111,11.11111111111111,66.66666666666666,1033.337890625
1512,Rb,Ba,Sb,O,11.11111111111111,44.44444444444444,33.33333333333333,11.11111111111111,1303.03515625
1513,K,Sb,S,O,13.636363636363635,31.818181818181817,13.636363636363635,40.909090909090914,951.5426635742188
1514,Ti,S,O,Vac,14.285714285714285,14.285714285714285,71.42857142857143,0.0,1675.214111328125
1515,Ba,Sc,Al,O,20.588235294117645,17.647058823529413,5.88235294117647,55.88235294117647,2123.984375
1516,K,Nb,Si,O,14.285714285714285,14.285714285714285,9.523809523809524,61.904761904761905,1478.144287109375
1517,Ba,Na,Bi,O,20.0,5.0,15.0,60.0,1250.5579833984375
1518,Zr,H,N,O,3.389830508474576,20.33898305084746,16.94915254237288,59.32203389830508,438.51959228515625
1519,Bi,Au,O,Vac,26.666666666666668,13.333333333333334,60.0,0.0,903.7824096679688
1520,Ba,V,Cl,O,16.666666666666664,16.666666666666664,16.666666666666664,50.0,684.4414672851562
1521,K,La,Nb,O,8.695652173913043,4.3478260869565215,21.73913043478261,65.21739130434783,1523.673583984375
1522,Ag,Te,N,O,12.5,12.5,12.5,62.5,455.694091796875
1523,Sr,V,P,O,6.666666666666667,13.333333333333334,13.333333333333334,66.66666666666666,1299.2261962890625
1524,La,Ga,Se,O,20.0,20.0,40.0,20.0,1351.0662841796875
1525,Ti,Tl,P,O,12.5,12.5,12.5,62.5,1008.456298828125
1526,K,Se,O,Vac,35.294117647058826,11.76470588235294,52.94117647058824,0.0,1137.6629638671875
1527,V,Cd,Te,O,8.333333333333332,16.666666666666664,12.5,62.5,1036.794677734375
1528,Fe,P,O,Vac,14.285714285714285,19.047619047619047,66.66666666666666,0.0,1471.0211181640625
1529,Hg,N,O,Vac,23.076923076923077,15.384615384615385,61.53846153846154,0.0,490.3846435546875
1530,Ag,B,O,Vac,25.0,25.0,50.0,0.0,945.7792358398438
1531,Au,Se,O,Vac,13.333333333333334,20.0,66.66666666666666,0.0,568.3058471679688
1532,Nb,Bi,Te,O,8.333333333333332,8.333333333333332,16.666666666666664,66.66666666666666,1051.1964111328125
1533,Li,Bi,Pd,O,12.5,12.5,25.0,50.0,1007.4653930664062
1534,Ba,In,Cl,O,25.0,16.666666666666664,16.666666666666664,41.66666666666667,994.2847900390625
1535,Rb,Al,Au,O,50.0,6.25,18.75,25.0,725.2076416015625
1536,Sb,O,Vac,Vac,33.33333333333333,66.66666666666666,0.0,0.0,1413.465576171875
1537,Rb,Mo,P,O,5.357142857142857,21.428571428571427,1.7857142857142856,71.42857142857143,897.1014404296875
1538,Nb,P,Cl,O,9.090909090909092,9.090909090909092,72.72727272727273,9.090909090909092,466.4041442871094
1539,Hg,S,O,Vac,30.0,10.0,60.0,0.0,977.988037109375
1540,Ba,Fe,Cl,O,25.0,16.666666666666664,16.666666666666664,41.66666666666667,1025.32666015625
1541,La,Pd,O,Vac,22.22222222222222,22.22222222222222,55.55555555555556,0.0,1385.160888671875
1542,Sb,Cl,O,F,10.0,10.0,20.0,60.0,327.9443054199219
1543,Rb,V,I,O,5.263157894736842,10.526315789473683,15.789473684210526,68.42105263157895,696.2021484375
1544,Ag,Hg,N,O,11.11111111111111,22.22222222222222,11.11111111111111,55.55555555555556,415.22113037109375
1545,Cs,V,O,Vac,13.333333333333334,26.666666666666668,60.0,0.0,945.4369506835938
1546,K,Li,Mn,O,34.375,3.125,12.5,50.0,1126.6253662109375
1547,K,Ru,Cl,O,23.52941176470588,11.76470588235294,58.82352941176471,5.88235294117647,865.0855102539062
1548,K,Ce,P,O,15.384615384615385,7.6923076923076925,15.384615384615385,61.53846153846154,1589.3978271484375
1549,Nb,Cd,O,Vac,18.181818181818183,18.181818181818183,63.63636363636363,0.0,1707.1004638671875
1550,Ba,Zn,In,O,14.285714285714285,23.809523809523807,9.523809523809524,52.38095238095239,1604.6846923828125
1551,K,Mo,P,O,5.357142857142857,21.428571428571427,1.7857142857142856,71.42857142857143,909.4677124023438
1552,Li,La,Au,O,7.142857142857142,28.57142857142857,7.142857142857142,57.14285714285714,1331.9586181640625
1553,Nd,S,O,Vac,40.0,56.00000000000001,4.0,0.0,2186.333251953125
1554,Sr,Co,Cl,O,28.57142857142857,14.285714285714285,28.57142857142857,28.57142857142857,943.1978149414062
1555,Cs,Fe,S,O,8.333333333333332,8.333333333333332,16.666666666666664,66.66666666666666,1006.203369140625
1556,La,Pb,Br,O,6.666666666666667,40.0,6.666666666666667,46.666666666666664,1207.3851318359375
1557,K,Nb,Se,O,22.22222222222222,11.11111111111111,61.111111111111114,5.555555555555555,1021.4532470703125
1558,Ba,Hg,Ru,O,12.5,12.5,12.5,62.5,1131.6358642578125
1559,La,Sn,S,O,25.0,12.5,37.5,25.0,1315.9827880859375
1560,Gd,Fe,B,O,5.0,15.0,20.0,60.0,1566.8558349609375
1561,La,B,N,O,37.5,6.25,18.75,37.5,442.0235290527344
1562,Pr,Se,O,Vac,40.0,56.00000000000001,4.0,0.0,2027.5404052734375
1563,Na,Pt,O,Vac,33.33333333333333,16.666666666666664,50.0,0.0,956.706298828125
1564,V,Si,P,O,10.714285714285714,3.571428571428571,17.857142857142858,67.85714285714286,1147.5672607421875
1565,Cs,Tl,O,Vac,47.05882352941176,47.05882352941176,5.88235294117647,0.0,746.4479370117188
1566,Ba,Ce,Sb,O,20.51282051282051,7.6923076923076925,10.256410256410255,61.53846153846154,2129.9208984375
1567,Sb,P,O,Vac,10.0,20.0,70.0,0.0,1455.5299072265625
1568,La,Ga,S,O,30.0,10.0,50.0,10.0,1666.07861328125
1569,Ba,Ta,O,Vac,11.11111111111111,22.22222222222222,66.66666666666666,0.0,2098.75537109375
1570,Fe,B,I,O,12.5,29.166666666666668,4.166666666666666,54.166666666666664,821.0914916992188
1571,La,S,O,Vac,40.0,56.00000000000001,4.0,0.0,2204.01611328125
1572,K,Nb,As,O,54.54545454545454,9.090909090909092,27.27272727272727,9.090909090909092,1017.3896484375
1573,Rb,Te,O,Vac,11.428571428571429,22.857142857142858,65.71428571428571,0.0,626.6004028320312
1574,Sr,Cu,Cl,O,33.33333333333333,16.666666666666664,16.666666666666664,33.33333333333333,1137.3367919921875
1575,K,Pb,O,Vac,33.33333333333333,16.666666666666664,50.0,0.0,994.5176391601562
1576,Nb,Bi,Br,O,7.142857142857142,28.57142857142857,7.142857142857142,57.14285714285714,1109.383544921875
1577,K,Nb,V,O,10.344827586206897,20.689655172413794,3.4482758620689653,65.51724137931035,1440.031982421875
1578,Ba,Cr,O,Vac,28.57142857142857,14.285714285714285,57.14285714285714,0.0,1357.7449951171875
1579,Na,Ce,As,O,17.391304347826086,4.3478260869565215,17.391304347826086,60.86956521739131,1732.7515869140625
1580,Hg,P,O,F,28.57142857142857,14.285714285714285,42.857142857142854,14.285714285714285,418.7738037109375
1581,Nb,Tl,Cl,O,14.285714285714285,14.285714285714285,57.14285714285714,14.285714285714285,485.8576354980469
1582,Ba,Ce,Mn,O,20.0,5.0,15.0,60.0,2060.49267578125
1583,Cs,Te,O,Vac,11.11111111111111,22.22222222222222,66.66666666666666,0.0,634.5711669921875
1584,Ba,Co,Mo,O,20.0,10.0,10.0,60.0,1550.167724609375
1585,Co,Te,O,Vac,22.22222222222222,18.51851851851852,59.25925925925925,0.0,1050.2955322265625
1586,Cs,K,Tl,O,10.0,40.0,10.0,40.0,821.835205078125
1587,Cs,Cl,O,Vac,60.0,20.0,20.0,0.0,686.5306396484375
1588,Ag,S,O,Vac,28.57142857142857,14.285714285714285,57.14285714285714,0.0,821.870849609375
1589,Er,Co,O,Vac,20.0,20.0,60.0,0.0,2000.7779541015625
1590,Gd,Bi,Br,O,12.5,25.0,12.5,50.0,1170.477783203125
1591,Cs,Nb,Bi,O,9.090909090909092,18.181818181818183,9.090909090909092,63.63636363636363,1346.5726318359375
1592,Co,Te,Cl,O,26.08695652173913,13.043478260869565,8.695652173913043,52.17391304347826,820.8936157226562
1593,W,O,Vac,Vac,25.0,75.0,0.0,0.0,1747.6737060546875
1594,Gd,Os,O,Vac,27.27272727272727,9.090909090909092,63.63636363636363,0.0,1762.242919921875
1595,Tb,Rh,O,Vac,20.0,20.0,60.0,0.0,1460.6844482421875
1596,K,Cl,O,Vac,60.0,20.0,20.0,0.0,880.1522216796875
1597,K,Ag,O,Vac,50.0,16.666666666666664,33.33333333333333,0.0,721.8031616210938
1598,Cs,Cr,O,Vac,8.333333333333332,25.0,66.66666666666666,0.0,520.2354736328125
1599,Mg,Te,O,Vac,12.5,25.0,62.5,0.0,1045.8809814453125
1600,Ba,Ti,O,Vac,20.0,20.0,60.0,0.0,1976.72216796875
1601,Na,Mo,O,Vac,25.0,25.0,50.0,0.0,926.2891845703125
1602,Rb,Mo,P,O,9.090909090909092,12.121212121212121,12.121212121212121,66.66666666666666,882.4235229492188
1603,Zn,Ga,O,Vac,14.285714285714285,28.57142857142857,57.14285714285714,0.0,1795.7786865234375
1604,Nb,P,O,Vac,14.285714285714285,14.285714285714285,71.42857142857143,0.0,1611.142333984375
1605,Li,Mg,Mn,O,14.285714285714285,7.142857142857142,21.428571428571427,57.14285714285714,1380.388916015625
1606,Cs,Ca,Nb,O,6.25,12.5,18.75,62.5,1640.5205078125
1607,Cs,Fe,P,O,9.375,12.5,15.625,62.5,1162.817626953125
1608,Ba,Nb,S,O,23.076923076923077,15.384615384615385,50.0,11.538461538461538,1691.0184326171875
1609,Nb,Bi,Pb,O,14.285714285714285,14.285714285714285,7.142857142857142,64.28571428571429,1334.795654296875
1610,Li,Co,P,O,18.367346938775512,6.122448979591836,16.3265306122449,59.183673469387756,1215.293212890625
1611,Ce,P,O,Vac,7.6923076923076925,23.076923076923077,69.23076923076923,0.0,2136.379638671875
