,ID,Name,RF_500,RF_600,RF_700,RF_800,RF_900,RF_1000
24,mp-1094063,Sr12Al14O33,5.915644230769231,5.915644230769231,5.915644230769231,5.915644230769231,5.915644230769231,5.915644230769231
25,mp-1095110,Ba2SmMoO6,0.29167307692307687,0.2609326923076922,0.25824038461538457,0.2611201923076922,0.2611201923076922,0.2611201923076922
26,mp-1095141,Sr2MnMoO6,5.440249999999994,5.440249999999994,5.440249999999994,5.440249999999994,5.434086538461535,5.434086538461535
27,mp-1095280,SrFe2S2O,5.055649038461534,5.055649038461534,5.056932692307688,5.056932692307688,5.055600961538458,5.04209615384615
28,mp-10960,Tb2Ti2S2O5,-0.8743509615384618,-0.8742692307692311,-0.8756682692307696,-0.8756682692307696,-0.8756682692307696,-0.8756682692307696
29,mp-1097025,GaFe2BO5,4.203855769230769,4.013072115384615,3.8168894230769217,3.2863846153846157,2.5438846153846155,2.3122884615384613
30,mp-1099778,BaSr7Ti8O24,5.590653846153843,5.139379807692302,5.061379807692303,4.879115384615384,3.8538701923076903,3.619004807692306
31,mp-1101257,Tm2Pt2O7,3.4137836538461523,3.588399038461537,4.172538461538463,4.400360576923074,4.651072115384612,4.542173076923076
32,mp-1101266,Tm2TeO2,1.7946105769230773,1.8409567307692312,2.144913461538462,2.4408605769230785,2.4718365384615404,3.033317307692308
33,mp-1101457,Ni(BiO3)2,3.56354807692308,3.56354807692308,3.56354807692308,3.5679711538461567,3.5679711538461567,3.5679711538461567
34,mp-1101518,Sn(PO3)3,3.5393028846153842,3.539413461538462,3.5391971153846153,3.454759615384615,2.782125000000001,2.7479519230769234
35,mp-1101724,Nb10Pb14O39,1.994322115384617,2.0002355769230786,1.9843846153846167,2.233956730769233,2.450456730769233,2.453764423076925
36,mp-11019,GaCuO2,6.1353461538461485,6.1353461538461485,6.137302884615379,6.137302884615379,6.134374999999995,6.134374999999995
37,mp-1103865,BaFe2(PO4)2,5.255471153846153,5.255471153846153,5.25091346153846,5.25091346153846,4.760548076923074,4.629649038461536
38,mp-1104424,Ba8Sb4H2O,4.414538461538457,4.447451923076918,4.4496201923076875,4.4496201923076875,4.4496201923076875,4.4496201923076875
39,mp-1105,BaO2,6.131600961538459,6.131600961538459,6.121173076923076,6.121173076923076,6.121173076923076,6.121173076923076
40,mp-1105484,Sm3FeO6,1.377447115384617,1.377447115384617,1.377447115384617,1.3713125000000015,1.3713125000000015,1.3713125000000015
41,mp-1105560,YCr4(CuO4)3,-0.9493846153846146,-0.9493846153846146,-0.9493846153846146,-0.9493846153846146,-0.9493846153846146,-0.9493846153846146
42,mp-1106068,LaCr4(CuO4)3,-0.8567692307692298,-0.8567692307692298,-0.8567692307692298,-0.8649663461538454,-0.8892836538461528,-0.9013798076923069
43,mp-1106089,Ba2InGaO5,6.580884615384617,6.580884615384617,6.580884615384617,6.580884615384617,6.580884615384617,6.580884615384617
44,mp-1106241,BaTbMn2O5,0.7014951923076926,1.4478605769230772,1.1123750000000006,1.5391730769230767,2.4514423076923064,3.2145865384615337
45,mp-1106293,EuZrO3,-0.23209134615384627,-0.26410576923076945,-0.27906250000000016,-0.2835576923076925,-0.2835576923076925,-0.27690865384615404
46,mp-1120752,K2Fe4O7,5.911812499999998,5.911812499999998,5.911812499999998,5.9131874999999985,5.9131874999999985,5.912649038461538
47,mp-1147642,Ba2NbBiO6,0.37776442307692315,0.1755721153846156,0.13581250000000009,0.11774519230769234,0.1365865384615385,0.1323125
48,mp-11649,Ca3SiO,5.121721153846151,5.121721153846151,5.121721153846151,5.121721153846151,5.121721153846151,5.121721153846151
49,mp-11651,Yb3SnO,4.306798076923071,4.306798076923071,4.305177884615379,4.303999999999995,4.303999999999995,4.359235576923071
50,mp-11652,Yb3PbO,5.272081730769229,5.272081730769229,5.26472596153846,5.263548076923074,5.263548076923074,5.265038461538459
51,mp-11659,BaTi(BO3)2,5.872370192307691,5.872370192307691,5.872370192307691,5.872370192307691,5.868629807692307,5.868629807692307
52,mp-1172828,WO3,2.8866298076923087,3.135221153846155,3.337100961538459,3.3071730769230743,3.3367355769230738,3.3437596153846125
53,mp-1172871,Mn7GeO12,6.249841346153845,6.249841346153845,6.249841346153845,6.244245192307692,6.244245192307692,6.244245192307692
54,mp-1173546,Nb4Pb3O13,1.4065817307692317,1.0288509615384618,1.1395576923076922,1.2597788461538453,1.2771057692307688,1.3931874999999994
55,mp-1176484,Na2FeO3,5.925817307692305,5.943634615384612,5.963812499999998,5.966009615384612,5.966009615384612,5.970634615384612
56,mp-1176640,LiMnCrO4,6.150408653846151,6.150408653846151,6.150538461538459,6.16268269230769,6.170399038461536,6.166336538461536
57,mp-1177916,Li2MnCr3O8,6.134923076923074,6.1351778846153815,6.135850961538458,6.146278846153843,6.148312499999997,6.15393269230769
58,mp-1178042,Li2CoNi3O8,5.719134615384615,5.732105769230769,5.164192307692305,4.930995192307692,3.832802884615385,3.461548076923077
59,mp-1178173,Ho2TeO2,1.6368894230769226,1.7317163461538456,3.226168269230769,3.9428125000000023,4.4677451923076905,5.353216346153843
60,mp-1178175,Ho2Pb2O7,2.9172548076923093,3.442802884615384,3.542278846153844,4.03993269230769,4.482067307692308,4.7681826923076915
61,mp-1178355,Er2TeO2,2.188158653846156,3.478009615384619,4.400024038461538,5.247548076923077,5.7921490384615355,5.84417307692307
62,mp-1178365,Dy2Pt2O7,3.547697115384613,4.11926442307692,4.563692307692305,4.9069230769230705,4.959225961538459,5.736129807692304
63,mp-1178446,CoPO4,2.91741826923077,3.4371971153846177,2.956067307692308,2.486875000000001,2.127764423076924,2.09852403846154
64,mp-1178513,BaSnO3,6.2638269230769215,6.2638269230769215,6.2638269230769215,6.2638269230769215,6.2638269230769215,6.2638269230769215
65,mp-1182186,BaYMn2O5,2.155581730769234,2.15171634615385,2.374899038461542,2.5889567307692336,2.7099615384615396,3.4643461538461526
66,mp-1185179,Li10Co4O9,5.131673076923073,5.131673076923073,5.131673076923073,5.133293269230766,5.135326923076919,5.135326923076919
67,mp-1188765,BaErMn2O5,-0.3325673076923076,0.32352403846153854,1.343019230769231,1.4630096153846162,1.6446490384615378,1.7514615384615377
68,mp-1188841,BaNb2V2O11,3.1225096153846175,3.1225096153846175,3.1225096153846175,3.1225096153846175,3.1225096153846175,3.124865384615387
69,mp-1190246,Ir2Pb2O7,3.555692307692308,3.555692307692308,3.555692307692308,3.555692307692308,3.555692307692308,3.555692307692308
70,mp-1190827,Ba2CoGe2O7,-0.6266298076923077,-0.6368557692307691,-0.6368557692307691,-0.6368557692307691,-0.6531346153846156,-0.6465432692307692
71,mp-1191117,Gd3SbO7,-0.42748076923076944,0.17199038461538468,0.9239663461538463,1.5634855769230762,1.655706730769231,1.2243461538461538
72,mp-1191189,Cd2Sb2O7,-0.36316826923076906,-0.36316826923076906,-0.36316826923076906,-0.36316826923076906,-0.36316826923076906,-0.36316826923076906
73,mp-1191317,Sr2CoGe2O7,-0.6124951923076923,-0.6124951923076923,-0.5995769230769232,-0.589923076923077,-0.589923076923077,-0.5919567307692308
74,mp-1191364,WO3,2.9008509615384623,3.142947115384616,3.3448269230769205,3.314899038461536,3.3444615384615357,3.351485576923074
75,mp-1191402,GdMnGe2O7,1.9897644230769242,1.9694423076923093,2.254125000000003,2.3773173076923095,2.5720384615384635,2.6887163461538486
76,mp-1191787,LiCa3OsO6,1.2413173076923074,0.3056730769230772,0.23627884615384628,0.25393750000000015,-0.20222115384615363,-0.11749519230769227
77,mp-1191811,BaZnTe2O7,4.648653846153845,3.006317307692308,1.604947115384615,1.160721153846152,0.9516105769230746,1.0409711538461517
78,mp-1191890,Gd3NbO7,-0.3914278846153847,-0.42644711538461544,-0.4430673076923077,-0.4597307692307692,-0.4597307692307692,-0.4597307692307692
79,mp-1192011,Sr3(CoO3)2,1.8487019230769235,1.6933028846153848,1.704317307692308,1.7714471153846156,1.7714471153846156,1.7714471153846156
80,mp-1193130,Na5Nd4Si4O17,2.887913461538462,3.137884615384615,3.782254807692305,4.218379807692303,4.858274038461534,5.051677884615377
81,mp-1193745,CeAsO4F,2.656389423076924,2.8876105769230787,2.966798076923079,3.0110336538461557,3.0178942307692322,3.0305480769230795
82,mp-1194563,SrMn2V2O8,5.862673076923072,5.862673076923072,5.862673076923072,5.817774038461535,5.338442307692296,5.312562499999993
83,mp-1194612,YNb(TeO4)2,1.1626874999999992,1.1555961538461532,1.1462451923076917,1.1385624999999993,1.1333461538461533,1.1333461538461533
84,mp-1194656,MnPb2WO6,4.605634615384617,4.556490384615386,4.491485576923078,4.4597932692307705,4.448269230769233,4.411466346153848
85,mp-1194754,Gd2SeOF2,0.32637019230769226,0.27806249999999993,0.2972740384615384,0.3320192307692305,0.672139423076923,1.177971153846155
86,mp-1195436,Cd3BPO7,5.633403846153845,5.633403846153845,5.633403846153845,5.630610576923075,5.629524038461538,5.629524038461538
87,mp-1195691,GdBe2B5O11,2.9156153846153847,2.9156153846153847,2.9156153846153847,2.9156153846153847,2.9156153846153847,2.9156153846153847
88,mp-1195767,Ca5P3O13,6.237668269230771,6.237668269230771,6.237668269230771,6.237668269230771,6.237668269230771,6.237668269230771
89,mp-1196010,Ho2Nb2S7O30,2.2302644230769237,2.2302644230769237,2.2418990384615394,2.2418990384615394,2.2418990384615394,2.2418990384615394
90,mp-1196201,Eu5B3O9F,6.2651971153846135,6.2651971153846135,6.255043269230767,6.253865384615382,6.253865384615382,6.25487019230769
91,mp-1196301,La2Mn(SeO)2,2.057841346153849,3.2993461538461535,4.596624999999996,4.626269230769223,4.915644230769222,4.91733653846153
92,mp-1196692,Ca5V3O13,5.980048076923075,5.979509615384614,5.979509615384614,5.979509615384614,5.979509615384614,5.960105769230768
93,mp-1196943,La2Zn(SeO)2,0.8744086538461543,0.8745384615384619,0.8234471153846161,0.8156778846153855,0.8165769230769239,0.8165769230769239
94,mp-1197371,BaNd2In2O7,1.6281634615384628,1.3974759615384627,2.099745192307692,3.369831730769227,4.1693076923076875,4.41557211538461
95,mp-1197438,Pr3Fe5O12,-0.360846153846154,-0.360846153846154,-0.360846153846154,-0.360846153846154,-0.360846153846154,-0.360846153846154
96,mp-1197485,Bi2W2O9,3.8366009615384606,3.82789423076923,3.7780240384615382,3.678557692307691,3.4294999999999978,3.413038461538459
97,mp-1197728,Fe2B(PO4)3,3.3827692307692323,3.3827692307692323,3.3827692307692323,3.3827692307692323,3.31994230769231,3.088163461538463
98,mp-1198371,NdCO4,3.5997644230769197,3.64572596153846,3.629278846153842,3.154062500000001,2.4120144230769234,2.6666250000000025
99,mp-1198513,Pr2Nb2S7O30,2.2685865384615393,2.2685865384615393,2.2802211538461545,2.2802211538461545,2.2802211538461545,2.2802211538461545
100,mp-1199771,Ce2Nb2S7O30,2.3341826923076927,2.3341826923076927,2.3131634615384624,2.3013846153846163,2.326250000000001,2.326250000000001
101,mp-1200479,BaLuCo4O7,2.9248461538461545,2.9258990384615395,2.928461538461539,2.9339759615384624,2.9339759615384624,2.93716826923077
102,mp-1200651,BaLa2Ti3O10,-0.8691346153846152,-0.8849951923076921,-0.8849134615384613,-0.8849134615384613,-0.8863124999999997,-0.8863124999999997
103,mp-1200852,NaTi2(AsO4)3,3.454639423076925,3.454639423076925,3.454639423076925,3.1503317307692336,3.01704807692308,2.828134615384617
104,mp-1201050,Sm2Nb2S7O30,2.267134615384616,2.267134615384616,2.2787692307692313,2.2787692307692313,2.2787692307692313,2.2787692307692313
105,mp-1201314,Li8Be6P7O29,1.0816826923076917,1.0816826923076917,1.0817163461538455,1.0817163461538455,1.0817163461538455,1.0734855769230764
106,mp-1201443,Cs3Nb9(TeO8)4,1.693846153846154,1.6895673076923077,1.671591346153846,1.6409038461538459,1.6421971153846149,1.6406442307692297
107,mp-1201675,Sr2Mn2SeO4,6.073173076923076,6.073173076923076,6.073173076923076,6.073173076923076,6.073173076923076,6.073173076923076
108,mp-1201849,Nd3Fe5O12,-0.23875961538461546,-0.23875961538461546,-0.23875961538461546,-0.23875961538461546,-0.23875961538461546,-0.23875961538461546
109,mp-1202070,Er2Nb2S7O30,2.2302644230769237,2.2302644230769237,2.2418990384615394,2.2418990384615394,2.2418990384615394,2.24341826923077
110,mp-1202223,WO3,2.524336538461538,2.6336538461538472,2.812168269230768,2.7870817307692306,2.735427884615384,2.7455721153846144
111,mp-1202258,Nd2Nb2S7O30,2.2647692307692315,2.2647692307692315,2.276403846153847,2.276403846153847,2.276403846153847,2.276403846153847
112,mp-1202414,Nd10Se14O,1.9022451923076942,2.0758365384615405,2.04279326923077,3.2392115384615363,4.360884615384612,4.4446778846153805
113,mp-1202692,Eu5B3ClO9,6.70130769230769,6.70130769230769,6.693951923076922,6.692774038461537,6.692774038461537,6.693778846153846
114,mp-1203289,CsGeSbO5,5.701240384615383,5.701240384615383,5.69316346153846,5.6919855769230745,5.6919855769230745,5.692471153846152
115,mp-1203636,BaPr2In2O7,1.70654326923077,1.8106874999999998,2.6112259615384605,3.8759615384615334,4.22282211538461,4.601903846153843
116,mp-1204194,Gd3MoO7,1.3737932692307693,1.3737932692307693,1.3640528846153848,1.3563701923076923,1.3563701923076923,1.3563701923076923
117,mp-1204213,Tb2Nb2S7O30,2.238442307692308,2.238442307692308,2.2500769230769238,2.2500769230769238,2.2500769230769238,2.2515961538461546
118,mp-1204264,In12Ga4Ir2O15,5.506524038461533,5.51019711538461,5.513942307692303,5.519120192307687,5.519120192307687,5.519336538461532
119,mp-1204595,Gd4Si2S3O7,2.4224519230769253,2.470067307692309,2.701528846153847,3.0255913461538464,3.147038461538463,3.757860576923075
120,mp-1204935,Dy2Nb2S7O30,2.287860576923078,2.285259615384617,2.28077403846154,2.2748509615384624,2.257677884615385,2.257677884615385
121,mp-1205188,NdCO4,3.5845336538461514,3.6304951923076914,3.6140480769230723,3.1388317307692324,2.3888028846153846,2.6434134615384632
122,mp-1205330,Ca3SiO,5.130264423076921,5.129086538461536,5.129086538461536,5.129086538461536,5.1274663461538434,5.126403846153844
123,mp-1205336,BaMnO3,6.305899038461541,6.307331730769233,6.307331730769233,6.307331730769233,6.307331730769233,6.307331730769233
124,mp-1205366,LuRhO3,3.0218317307692293,3.4550913461538455,3.625865384615383,4.144504807692308,4.457043269230769,4.776749999999997
125,mp-1205468,BaNb8O14,2.4278701923076937,2.2646923076923087,2.845177884615386,2.844610576923078,2.835519230769233,3.1466826923076945
126,mp-1205507,Eu2MgWO6,1.4497788461538472,1.4497788461538472,1.4314134615384626,1.426798076923078,1.3621442307692322,1.3590000000000015
127,mp-1205650,Ba2TaTlO6,5.828899038461541,5.811350961538464,5.803442307692311,5.801750000000003,5.804158653846157,5.804158653846157
128,mp-1205671,Ba2TaFeO6,6.2103125000000015,6.210384615384617,6.209846153846156,6.209846153846156,6.210153846153848,5.915168269230766
129,mp-1205690,Sr2NbCrO6,-1.0275288461538459,-1.0012307692307687,-1.0012307692307687,-1.0012307692307687,-1.0012307692307687,-1.0012307692307687
130,mp-1205767,Sr2MnReO6,5.816302884615383,5.525427884615386,4.09096153846154,3.7229759615384657,3.0962211538461557,3.0637451923076933
131,mp-1205825,Ba2MgMoO6,5.470442307692303,5.467158653846149,5.467158653846149,5.467158653846149,5.433663461538458,5.362600961538457
132,mp-1205833,Ba2NbRhO6,0.3622788461538461,0.3670673076923077,0.4038413461538459,0.6539951923076927,0.7598221153846159,1.1923125
133,mp-1205934,Ba2YbMoO6,1.3764326923076928,1.3712163461538465,1.3886730769230775,1.3886730769230775,1.3868509615384623,1.3886730769230775
134,mp-1205947,Eu2TaAlO6,1.7064711538461563,1.6976778846153873,1.6969086538461562,1.7086586538461566,1.9728894230769263,2.43131730769231
135,mp-1205991,LaBi2ClO4,1.6166442307692306,1.7928798076923065,2.8904519230769217,3.6775913461538434,4.264769230769226,4.782153846153845
136,mp-1206097,Ba2ZnMoO6,6.431639423076925,6.068528846153847,4.707802884615381,3.7808509615384613,3.0458894230769222,2.4678701923076933
137,mp-1206536,Ba2InSbO6,6.319451923076924,6.322937500000001,6.322937500000001,6.32098076923077,6.32098076923077,6.32098076923077
138,mp-1206645,Sr2TiMnO6,4.646552884615381,4.361783653846155,2.995168269230767,2.4809903846153825,1.0405432692307686,0.26590865384615403
139,mp-1206730,Sr2MgMoO6,5.365745192307689,5.364927884615382,5.364927884615382,5.361990384615382,5.361990384615382,5.361990384615382
140,mp-1206825,Lu2SeO2,2.9797019230769237,3.153081730769231,3.7951826923076912,4.6107932692307685,5.0182067307692275,5.752298076923077
141,mp-1207040,Ba2InOsO6,2.3796057692307704,2.3795048076923084,2.4115961538461548,2.474586538461539,2.4732788461538466,2.4717596153846157
142,mp-1207110,K2TaNbO6,-0.19189423076923068,-0.08689903846153836,0.05068269230769228,0.2811923076923076,0.6135913461538469,0.8282740384615386
143,mp-1207114,K2TaNbO6,-0.24186538461538462,-0.14377403846153836,-0.000995192307692277,0.23173557692307686,0.5484134615384623,0.7637932692307692
144,mp-1207469,ZnCuAsO5,3.4672019230769253,3.0304182692307715,3.644951923076919,2.822514423076922,2.36102403846154,2.225341346153848
145,mp-1207629,YRhO3,1.4950192307692303,1.7638557692307695,2.7755625000000004,3.3443557692307673,4.305269230769228,4.516653846153843
146,mp-1207651,YMnFeO5,-0.3899134615384613,-0.40187499999999976,-0.40187499999999976,-0.40841826923076885,-0.4070961538461535,-0.4070961538461535
147,mp-1207705,TmRhO3,2.915197115384618,2.9956923076923108,3.4054471153846184,3.608932692307696,4.054216346153849,4.977918269230771
148,mp-1207709,YMnGaO5,2.2415625000000032,2.809125,3.1836634615384605,3.9969038461538466,4.263548076923076,4.623019230769229
149,mp-1208390,Ta6Bi2O19,3.6124615384615386,3.6124615384615386,3.612850961538462,3.612850961538462,3.6194855769230774,3.6194855769230774
150,mp-1208610,Sr5P3O13,6.205221153846154,6.205221153846154,6.205221153846154,6.205221153846154,6.205221153846154,6.205221153846154
151,mp-1208663,SrP2PdO7,3.261120192307696,3.261120192307696,3.261120192307696,3.261120192307696,3.261120192307696,3.261120192307696
152,mp-1208733,Sr2TaCoO6,2.7332836538461573,2.546423076923079,2.5882644230769256,2.5882644230769256,2.5882644230769256,2.5882644230769256
153,mp-1208736,Sr2ScBiO6,4.957298076923072,4.8863749999999975,4.826874999999998,4.774283653846151,4.0067307692307645,4.05586538461538
154,mp-1208742,Sr4Mn3BO10,6.214115384615382,6.214115384615382,6.214115384615382,6.214115384615382,6.214115384615382,6.214115384615382
155,mp-1208834,Sr2CrSbO6,0.33027403846153847,0.33019230769230773,0.3290048076923077,0.31948076923076923,0.31948076923076923,0.31948076923076923
156,mp-1209329,PrVO3,0.05844230769230764,0.05896634615384611,0.05896634615384611,0.05896634615384611,0.05896634615384611,0.05896634615384611
157,mp-1209583,Rb2LaNb5O15,1.729879807692309,1.729879807692309,1.7119038461538474,1.713423076923078,1.6964567307692318,1.6726826923076934
158,mp-1209643,Sm3Sc2(FeO4)3,-0.4269086538461537,-0.4269086538461537,-0.4269086538461537,-0.4269086538461537,-0.4269086538461537,-0.4269086538461537
159,mp-1209848,Nd2Pd2O5,2.981875,4.180163461538461,4.66055769230769,5.392014423076923,5.460004807692309,5.516971153846151
160,mp-1209906,NdSO,3.185384615384616,3.642730769230767,4.755999999999999,5.383879807692305,6.302918269230771,6.354596153846149
161,mp-1209949,Pr3Sc2(FeO4)3,-0.7692884615384613,-0.7692884615384613,-0.7692884615384613,-0.7692884615384613,-0.7692884615384613,-0.7792596153846151
162,mp-1210064,Nd2Ta3(SeO4)2,2.200927884615386,2.1790673076923093,2.190620192307694,2.1690625000000012,2.386836538461541,2.6729951923076927
163,mp-1210188,Nd2Ti3(BiO6)2,1.8801346153846181,1.8801346153846181,1.8801346153846181,1.8801346153846181,1.8801346153846181,1.8801346153846181
164,mp-1210576,Nd3Sc2(FeO4)3,-0.7173269230769234,-0.7173269230769234,-0.7173269230769234,-0.7173269230769234,-0.7173269230769234,-0.7272980769230772
165,mp-1210610,MgZn7O8,2.1327788461538466,2.173706730769231,2.1735576923076922,2.170519230769231,2.170519230769231,2.170519230769231
166,mp-1210634,MgFeBO4,5.543620192307689,5.513543269230767,5.41204326923077,5.257370192307694,4.899456730769232,4.469413461538459
167,mp-1210817,MnAlSiO5,5.4321394230769195,5.450841346153843,5.453105769230766,5.452942307692305,5.456788461538458,5.460028846153842
168,mp-1210873,MnAlBiO5,5.520134615384611,5.520134615384611,5.526524038461535,5.532206730769227,5.535490384615381,5.535490384615381
169,mp-1211326,KSmTiO4,0.25822115384615396,0.25822115384615396,0.25822115384615396,0.25822115384615396,0.25822115384615396,0.25822115384615396
170,mp-1211470,Mn3Al2(GeO4)3,5.905942307692303,5.908225961538457,5.908225961538457,5.908225961538457,5.908225961538457,5.910182692307687
171,mp-1211538,KNdTiO4,1.5344999999999989,1.5344999999999989,1.5487355769230757,1.5487355769230757,1.5487355769230757,1.5440048076923065
172,mp-1211581,La2Ta3(SeO4)2,1.790423076923078,1.8019855769230781,1.7723605769230786,2.0601153846153872,2.3276009615384625,2.4543990384615397
173,mp-1211763,KGdTiO4,-0.12407211538461538,-0.12407211538461538,-0.12407211538461538,-0.12407211538461538,-0.12407211538461538,-0.12407211538461538
174,mp-1211901,KLaTiO4,1.568427884615383,1.568427884615383,1.5984615384615368,1.5984615384615368,1.5858124999999985,1.584947115384614
175,mp-1212108,HoRhO3,2.987394230769235,3.650668269230771,4.238096153846158,5.683668269230768,5.760374999999995,5.808370192307684
176,mp-1212488,GdCrGeO5,0.04918750000000001,0.04918750000000001,0.04918750000000001,0.04918750000000001,0.04918750000000001,0.04918750000000001
177,mp-1212640,GdInO3,0.917509615384616,1.9530480769230776,1.5463557692307695,2.4834423076923073,3.0750528846153835,3.8808894230769218
178,mp-1212781,Eu5P3O12F,6.787235576923082,6.787235576923082,6.777076923076928,6.775899038461542,6.775899038461542,6.776903846153849
179,mp-1212884,DyRhO3,3.130057692307694,3.7098221153846183,4.219254807692311,5.237163461538466,5.869932692307693,5.9505384615384616
180,mp-1212984,DyMnFeO5,1.9514182692307736,1.9514182692307736,1.9514182692307736,1.9465000000000041,1.9465000000000041,1.9465000000000041
181,mp-1213012,Eu(PO3)3,3.575461538461539,3.5810625000000007,3.581187500000001,3.581187500000001,3.583192307692308,3.5790817307692313
182,mp-1213022,ErRhO3,2.924274038461543,3.608211538461541,4.257634615384618,5.641596153846152,5.744759615384613,5.819163461538455
183,mp-1213032,ErMnFeO5,2.124706730769235,2.124706730769235,2.124706730769235,2.124706730769235,2.124706730769235,2.124706730769235
184,mp-1213328,Eu3Sc2Al3O12,-0.28015384615384603,-0.29174999999999984,-0.2904086538461537,-0.2904086538461537,-0.522173076923077,-0.5649759615384617
185,mp-1213641,GdZr6(PO4)9,2.5496105769230786,2.5496105769230786,2.5496105769230786,2.5496105769230786,2.550120192307694,2.550120192307694
186,mp-1213979,Cd3Ga2(GeO4)3,4.408985576923076,3.7989519230769213,2.6961778846153845,1.952490384615386,0.779841346153846,1.2185480769230772
187,mp-1214074,CaMnGeO4,6.10276923076923,6.10276923076923,6.10276923076923,6.10276923076923,6.10276923076923,6.10276923076923
188,mp-1214389,BaPb3O4,6.423048076923081,6.423048076923081,6.423120192307696,6.423120192307696,6.423120192307696,6.423120192307696
189,mp-1214414,BaP2PdO7,5.178889423076919,5.1801490384615345,5.1801490384615345,5.1801490384615345,5.1801490384615345,5.1801490384615345
190,mp-1214461,Ba4Li(BiO4)3,6.083024038461537,6.083024038461537,6.083024038461537,6.083024038461537,6.083024038461537,6.083024038461537
191,mp-1214485,Ba3Ta2CoO9,4.690629807692307,3.667221153846156,3.0945048076923083,2.6176634615384633,2.4797067307692324,2.4501923076923084
192,mp-1214487,Ba3ZnSb2O9,2.3750144230769252,2.3750144230769252,2.3750144230769252,2.3750144230769252,2.3750144230769252,2.3750144230769252
193,mp-1214505,Ba3Ta2MnO9,6.151057692307694,6.151057692307694,6.151057692307694,6.151057692307694,6.1577163461538476,6.1577163461538476
194,mp-1214531,Ba5Cr3O12F,5.726427884615385,5.242908653846152,5.029317307692309,3.8619711538461554,3.3844326923076955,2.529596153846154
195,mp-1214566,Ba3CoO5,3.529899038461539,2.522591346153848,2.223634615384617,2.1247355769230785,2.146072115384617,2.15825480769231
196,mp-1214575,Ba5Mn3O12F,6.027043269230767,6.027043269230767,6.027043269230767,6.027043269230767,6.027043269230767,6.027043269230767
