,ID,Name,XG_500,XG_600,XG_700,XG_800,XG_900,XG_1000
324,mp-1272688,Ni(PtO2)3,4.3049083,4.309304,4.3997793,4.5053554,4.452485,4.359772
325,mp-1272719,Sr2TaMnO6,5.725411,5.7344537,5.7401524,5.7784925,5.7784925,5.7784925
326,mp-1272804,LiMn2O4,5.600196,5.522984,5.4766884,5.4766884,5.4766884,5.4766884
327,mp-1273081,CaLa2CoO6,3.1067832,2.9748158,2.9748158,2.9748158,2.9748158,2.8574092
328,mp-1273504,SrLaCoO4,3.0628588,2.929066,2.929066,2.896651,2.896651,2.899961
329,mp-1274143,Sr2FeWO6,3.9445276,3.9445276,3.9175005,3.96677,3.96677,3.96677
330,mp-1274783,SrLaCoO4,3.0628588,2.929066,2.929066,2.896651,2.896651,2.899961
331,mp-1275198,Nb2Co4O9,-0.93733543,-0.93667084,-0.993757,-0.90608734,-0.90608734,-0.8979723
332,mp-1276507,Nb2Co4O9,-0.93733543,-0.93667084,-0.993757,-0.90608734,-0.90608734,-0.8979723
333,mp-1276666,SrLaCoO4,3.0628588,2.929066,2.929066,2.896651,2.896651,2.899961
334,mp-1276755,Sr2FeOsO6,5.3016663,5.369434,4.9336452,4.4151835,4.1189556,4.112119
335,mp-1277667,Mg2FeWO6,1.4850298,1.4850298,1.5323592,1.5323592,1.5323592,1.5323592
336,mp-1279043,Ba2MnNbO6,-0.73145795,-0.73145795,-0.5128659,-0.5128659,-0.20653816,0.9726411
337,mp-1279869,Ba2FeMoO6,4.5513425,4.6013017,4.28226,4.285317,4.08549,4.08549
338,mp-1281224,MnO,6.1989503,6.1989503,6.1989503,6.1989503,6.1989503,6.1989503
339,mp-1282190,Sr2VMoO6,1.3610473,1.2003713,1.1335793,1.1335793,1.1335793,1.067332
340,mp-1283577,CrO,5.1942043,5.1386514,5.0391636,4.911947,5.049756,5.0339737
341,mp-1283831,Sr2TaCoO6,5.725947,4.2859035,4.206968,4.1799407,4.1358595,3.93002
342,mp-1285,PtO2,3.8948658,4.0635667,4.0635667,4.0635667,4.0635667,4.0635667
343,mp-1285565,YCrO4,2.6067226,2.535798,2.7476792,3.2246227,3.2246227,3.392396
344,mp-12866,SrSnO3,6.1540594,6.2033277,6.2033277,6.2033277,6.2033277,6.2033277
345,mp-1286807,AlV2O4,4.367158,4.588357,4.737386,4.7924542,4.70473,4.8103065
346,mp-1287553,SrLaCoO4,3.0628588,2.929066,2.929066,2.896651,2.896651,2.899961
347,mp-1288155,Ba2MnNbO6,-0.40686882,-0.40686882,-0.1882769,-0.1882769,0.11805034,1.1813807
348,mp-1288982,SrLaVO4,0.034425758,0.14213036,0.14641143,-0.0573546,0.099257275,0.17981361
349,mp-1289469,Sr2CoGe2O7,0.24429698,0.2771387,0.23430566,0.07497938,0.29371148,-0.3683948
350,mp-12911,Ba2LaRuO6,2.9160058,2.9715562,2.9715562,3.0116534,3.0116534,2.961708
351,mp-12912,Ba2PrRuO6,2.9840446,3.0241418,2.9741964,2.9335263,2.9335263,2.9335263
352,mp-1291532,Sr2NbCoO6,2.0848725,2.0848725,2.0848725,2.0848725,2.0848725,2.0848725
353,mp-1291775,Ba2TaMnO6,5.1524105,5.0528765,5.1724486,4.8194327,4.8390183,4.8390183
354,mp-1296711,LaCoO3,2.254535,2.156795,2.156795,2.156795,2.1958563,2.1991663
355,mp-1298732,Li2Ni3BiO8,4.635274,4.635274,4.5667987,4.6448555,4.6448555,4.6448555
356,mp-1299695,Sr2MnNbO6,2.994938,3.6553288,4.260875,4.037541,3.9562714,3.9562714
357,mp-1303958,Li2Ni3SbO8,4.6897078,4.759691,4.9046664,5.0011907,5.079477,5.079477
358,mp-1309882,Ba2TaMnO6,5.1524105,5.0528765,5.1724486,4.8194327,4.8390183,4.8390183
359,mp-13206,PrZnPO,-2.297229,-2.2074742,-2.207634,-2.2963157,-2.247035,-2.048868
360,mp-1342,BaO,4.9784293,4.9784293,4.9784293,4.9784293,4.9784293,4.9784293
361,mp-13660,Ca4Sb2O,3.813139,4.375705,4.3578935,4.4854035,4.6465926,4.9429007
362,mp-13803,Nb2Hg2O7,2.686275,2.636538,2.636538,2.636538,2.636538,2.639848
363,mp-13820,Cd3SiO5,3.0742803,3.134321,2.9714527,2.8492274,2.6030486,2.6137912
364,mp-13900,Sr(CuO)2,5.718939,5.6133623,5.6133623,5.4927654,5.4190307,5.4190307
365,mp-13971,Nd2SeO2,1.5976635,1.8956751,1.9533181,1.9343194,2.1090007,2.1192658
366,mp-13972,Sm2SeO2,4.86198,4.901584,5.384968,5.567542,5.713087,5.6616406
367,mp-13973,Gd2SeO2,1.7259622,2.2605975,2.2624836,2.251741,2.2778032,2.3765543
368,mp-13974,Ho2SeO2,2.7174366,3.0824676,3.1839566,3.2956643,3.2068114,3.37283
369,mp-13975,Er2SeO2,3.9597077,4.248487,4.1348968,4.431237,4.339061,4.392007
370,mp-13998,Na5AlO4,5.2178617,5.2178617,5.2178617,5.2178617,5.2178617,5.2178617
371,mp-14026,Ca2Ta2O7,3.7351093,3.6754217,3.7932663,3.7268698,3.7268698,3.6759393
372,mp-14100,Cd(RhO2)2,3.0229228,3.1574736,3.2360454,3.2869596,3.2468324,3.207804
373,mp-14352,KGeSbO5,4.888312,5.112656,5.060664,4.99944,5.0130033,5.0130033
374,mp-14368,SbAsO5,2.919351,2.882718,2.7568421,2.7568421,2.541476,2.541476
375,mp-14880,La2Ta3(SO4)2,2.8638492,3.2661674,3.7559934,3.7005932,3.6493874,3.6399322
376,mp-14912,La4Si2Se3O7,3.699844,3.5603538,4.0121937,3.9206846,4.006911,4.1235237
377,mp-15107,KSnAsO5,5.279447,5.3850236,5.204652,5.3611493,5.3611493,5.126984
378,mp-15248,K3Nb3(BO6)2,3.6925118,3.4873033,3.4060366,3.4060366,3.4485183,3.4485183
379,mp-15282,RbMn4(AsO4)3,5.704574,5.8101506,5.8101506,5.452627,5.521001,5.521001
380,mp-15315,Ca4Ti3O10,5.3012223,5.5318565,5.527688,5.4075313,5.3208838,5.3208838
381,mp-1539317,Ta2O5,4.92357,4.89781,4.9310875,4.7508907,4.8009424,4.213403
382,mp-1539672,Ca(MoO2)2,4.258541,4.319051,4.3788586,4.3830123,4.692149,4.571148
383,mp-1540145,Ca(CuO2)2,4.6236978,4.6399817,4.634582,4.543967,4.543967,4.543967
384,mp-1541943,Zn(CuO2)2,3.6625538,3.3535957,3.6987548,3.7885954,3.830968,3.7015889
385,mp-1542014,La2MgNiO6,1.4356437,1.4747403,1.5017669,1.2796059,1.2175188,1.5122244
386,mp-15743,Sr2CeO4,5.7051616,5.8224277,5.8893213,5.9521527,5.952853,6.048244
387,mp-15866,SrV3P4O17,4.2337966,4.229628,4.083045,4.083045,4.1064467,4.124506
388,mp-15897,La4Si2S3O7,4.398237,4.438247,4.6544075,4.6506963,4.6989512,4.757826
389,mp-16032,Pr2TeO2,1.2712845,1.593665,1.9275497,2.0647821,1.9701186,2.056342
390,mp-16033,Sm2TeO2,4.7149453,5.0048485,5.4318085,5.5773535,5.616382,5.612787
391,mp-16035,Gd2TeO2,0.41432214,0.5758406,0.9744756,0.9744756,0.9637332,1.0084025
392,mp-16036,Tb2TeO2,2.000941,2.4289427,2.5304317,2.750736,2.6438434,2.8279016
393,mp-16037,Dy2TeO2,3.8478346,3.6953323,3.6845896,4.0037584,4.105248,4.3721905
394,mp-16097,CeSc3(BO3)4,3.40065,3.4318223,3.4782286,3.4782286,3.4782286,3.4782286
395,mp-16135,Sm3NbS3O4,0.03918539,0.2564895,0.30057082,0.32759753,0.2810119,0.3175986
396,mp-16160,Sm4Au2O9,2.0277874,2.2984939,2.4905753,2.4384232,2.4384232,2.5546227
397,mp-16280,Ca2Sb2O7,5.8320985,5.89528,5.9581113,5.898211,5.8803997,5.7899246
398,mp-16281,Cd2Sb2O7,1.7115682,1.6395193,1.6029328,1.6029328,1.6029328,1.3721615
399,mp-1641158,Sr6Ti3FeO14,2.6904988,2.3884575,1.9355178,1.8583722,1.8583722,1.9057016
400,mp-16435,Ba3Sc4(CuO4)3,4.8097367,4.791192,4.7870235,4.840026,4.840026,4.780569
401,mp-17009,Ba3Te2O9,5.194832,5.194832,5.194832,5.194832,5.194832,5.194832
402,mp-17059,K3Nb3Si2O13,2.5904777,3.2777307,3.1355982,3.2735775,3.0579398,3.0579398
403,mp-17149,Sr3ErRhO6,1.2061784,1.1125739,1.1572433,1.5996339,1.541142,1.5915909
404,mp-17193,Ca3GeO,5.608123,5.627754,5.627754,5.5221777,5.5221777,5.4015813
405,mp-17237,Gd3RuO7,1.7442375,1.6381956,1.6381956,1.6381956,1.6381956,1.6415054
406,mp-17339,Ba5Ho8Mn4O21,4.3700914,4.549975,4.4987683,4.488025,4.6462045,4.6462045
407,mp-17355,Sr3GdRhO6,0.465757,0.343136,0.6146002,1.9718881,1.9164879,1.9183741
408,mp-17380,Ba2Ca(PdO2)3,5.679989,5.690677,5.690677,5.690677,5.7382975,5.7382975
409,mp-17395,TmCu(BO2)5,3.4174502,3.1839762,3.0961282,3.7654026,3.793645,3.7641804
410,mp-17445,RbBaMnO4,5.784483,5.9518056,6.046059,5.946525,5.946525,5.946525
411,mp-17544,Ca(CoO2)2,4.3524413,4.101148,4.1863847,4.401925,3.380077,3.0838494
412,mp-17677,Nb9PO25,2.2818112,2.4903657,2.4903657,2.4903657,2.5415308,2.5082538
413,mp-17743,Sr3Sn2O7,6.6079564,6.6079564,6.6079564,6.6079564,6.6079564,6.6079564
414,mp-17750,Pr2SiTeO4,3.671643,3.8574235,3.9589117,4.0879827,3.9910495,4.2056518
415,mp-17816,Na5AsO5,5.225521,5.249793,5.249793,5.249793,5.249793,5.249793
416,mp-17829,Sr3SmRhO6,3.0933733,3.1804843,3.8165956,3.5897622,3.7373827,3.925519
417,mp-17833,Ba3GeO,5.0103703,5.0037284,5.0037284,4.871309,4.871309,4.871309
418,mp-17834,La2SiSeO4,3.6560385,3.4402616,3.9185908,3.812437,3.8986611,3.901259
419,mp-17854,LiInGeO4,4.474786,4.474786,4.474786,4.4255176,4.4255176,4.4255176
420,mp-17876,NaMnAsO4,5.780891,5.780891,5.804805,5.804805,5.804805,5.804805
421,mp-17899,Mn3V2O8,5.5140843,5.636318,5.644938,5.712813,5.6578784,5.8486004
422,mp-17993,Ta2Mn4O9,4.3200884,4.1739745,4.2501135,4.098434,4.098434,4.1772485
423,mp-17998,Ca(RhO2)2,4.968266,4.981502,4.981502,4.968266,4.968266,4.968266
424,mp-18038,KBaFeO3,4.998073,4.91265,4.7844315,4.7106028,4.520621,4.520621
425,mp-18090,Ba3TaAs3O,2.987542,2.987542,3.0781574,3.0835571,3.0835571,3.2197132
426,mp-18137,TaVO5,2.1184351,2.5507255,2.6961362,2.6536198,2.6690369,2.6690369
427,mp-18177,Ba3NbAs3O,1.115224,1.7774976,1.1633018,1.1159724,1.210836,1.1376337
428,mp-18199,Sr3TaAs3O,2.8475003,3.3464494,3.4158897,3.4158897,3.394589,3.394589
429,mp-18233,Na5VO5,4.079186,4.1214504,4.1431856,4.1431856,4.103058,4.016178
430,mp-18247,Sr3ScRhO6,4.1456604,4.1456604,4.1456604,4.1456604,4.164205,4.164205
431,mp-18288,Ti(SnO2)2,2.107059,2.0859404,2.0090797,1.9172707,1.4491043,1.3891039
432,mp-18292,La4MnS6O,2.4922662,2.6979477,2.7424917,2.9204865,3.0976825,3.198613
433,mp-18498,Sr3YRhO6,3.3705657,3.4550495,3.3737829,3.3264534,3.4014347,3.5353994
434,mp-18515,NaGdSiO4,3.347179,4.071798,4.226231,3.9747164,3.9747164,4.019334
435,mp-18525,TbMn2O5,3.0335124,3.3139393,3.3911667,3.112354,3.2153194,3.7268095
436,mp-18542,Nd2SiTeO4,4.549376,4.4872265,4.733405,4.8348947,4.5735226,4.669791
437,mp-18595,LuCu(BO2)5,3.591327,3.4728968,3.5691426,3.3780127,3.34011,3.2471614
438,mp-18601,DyMn2O5,3.381116,3.3337865,3.3299928,3.4072201,3.4072201,3.8266432
439,mp-18640,LiTi2(PO4)3,2.6553583,2.6176536,2.8961296,3.029246,2.9758093,2.7838714
440,mp-18651,Sr3DyRhO6,1.7515137,1.6617026,1.6154275,1.6600969,2.2565024,2.343252
441,mp-18652,Sr3HoRhO6,1.8163221,1.7227175,1.7249053,2.2097778,2.240052,2.4492843
442,mp-18705,Sr3TbRhO6,1.4547672,1.4074378,1.3611627,1.5738409,1.8824503,1.9127245
443,mp-18725,YCrO3,-1.8010436,-1.6026195,-1.1802958,-0.8096141,-0.8096141,-0.7802673
444,mp-18750,Mn(FeO2)2,3.1411695,3.6393347,3.707357,3.5908928,3.5717285,3.3281572
445,mp-18751,Mn2ZnO4,4.691103,4.6806245,4.348652,4.2500706,3.9953635,4.0220666
446,mp-18754,DyCrO4,-1.1683557,-1.1695366,-1.1695366,-1.1588705,-1.1588705,-1.1222839
447,mp-18758,Co2GeO4,1.2304379,1.3360144,1.2572752,1.2074891,1.0380296,1.0127286
448,mp-18759,Mn3O4,6.0018063,6.0018063,6.0018063,6.0018063,6.0018063,6.0018063
449,mp-18771,Sr2CoWO6,3.570159,3.5761473,3.5391269,3.4279718,3.5238855,3.2973974
450,mp-18773,WO3,1.7738048,1.7584976,1.7592067,1.6894251,1.7471503,1.7471503
451,mp-18798,Sr2Mn2O5,6.0796494,6.0796494,6.0796494,6.185625,6.389608,6.389608
452,mp-18825,YCrO4,2.4415672,2.3706427,2.5825233,3.0594668,3.0594668,3.22724
453,mp-18831,Y2Mn2O7,3.1368802,2.9418645,3.028873,3.1385763,3.1385763,3.184522
454,mp-18844,CaMn2O4,6.3479924,6.3479924,6.3479924,6.3479924,6.3479924,6.3479924
455,mp-18859,Sr5Cr3O12F,5.912094,5.520534,5.26924,5.307146,5.354476,5.4357433
456,mp-18860,Li2VSiO5,5.499826,5.5947895,5.5947895,5.64817,5.64817,5.942257
457,mp-18863,PrCrO4,2.2225726,2.1857007,2.1857007,2.1614478,2.1282556,2.2224746
458,mp-18883,YVO3,0.9335968,1.1387099,1.1160148,1.2172416,1.2726268,1.3441681
459,mp-18898,Sr(NiO2)4,4.8618712,4.865757,4.865757,4.5325737,4.5325737,4.4821205
460,mp-18921,NaCoO2,1.481799,1.4103733,1.2062024,1.1891245,1.2491106,0.87395483
461,mp-18924,Sr3(FeO3)2,2.3397837,2.162646,2.1453917,1.9326231,1.8925326,1.9257159
462,mp-18925,Li6CoO4,4.40876,4.514336,4.386695,4.237795,4.380387,4.4211063
463,mp-18928,Mn2SiO4,6.200677,6.200677,6.200677,6.200677,6.200677,6.200677
464,mp-18936,NdFe3(BO3)4,3.2841995,3.2841995,3.2841995,3.3331754,3.2792904,3.2792904
465,mp-18937,V2O3,4.1582217,4.6060905,4.689563,4.610923,4.5296125,4.527736
466,mp-18940,Sr2NiMoO6,2.425066,2.421994,2.351507,2.3722064,2.3722064,2.1310184
467,mp-18971,Mn(PtO2)3,5.233809,5.4702287,5.4702287,5.4702287,5.4884214,5.4884214
468,mp-18992,Ba2MnTeO6,5.4995074,5.490052,5.390518,5.390518,5.390518,5.390518
469,mp-18998,Sr4Mn3O10,6.6081944,6.6081944,6.6081944,6.6081944,6.6081944,6.6081944
470,mp-19001,SrMnO3,6.2331223,6.2331223,6.2331223,6.486822,6.543081,6.543081
471,mp-19006,MnO,6.1989503,6.1989503,6.1989503,6.1989503,6.1989503,6.1989503
472,mp-19009,NiO,6.6155753,6.6155753,6.6155753,6.6155753,6.6155753,6.6155753
473,mp-19012,CaMoO3,4.8613305,4.939683,4.9453816,4.9837217,4.9508266,4.9508266
474,mp-19023,YbCrO4,0.63456714,0.79239655,0.79239655,0.79239655,0.79239655,0.8289832
475,mp-19039,CdMoO4,2.6717112,1.9732554,2.2436752,2.4972966,2.5251913,2.486163
476,mp-19050,Ca2MnO4,6.4990277,6.4990277,6.4990277,6.4990277,6.4990277,6.4990277
477,mp-19063,ErCrO3,2.2846644,2.2170787,2.2909985,2.2371135,2.2371135,2.2404234
478,mp-19076,HoCrO4,-1.0155137,-1.0500941,-1.0500941,-1.0500941,-1.0500941,-1.09375
479,mp-19082,TiMnO3,4.458669,4.450486,4.366211,4.3665414,4.7363544,4.7327447
480,mp-19085,Ba2MnWO6,4.2217484,4.2217484,4.2217484,4.2217484,4.2217484,4.2217484
481,mp-19086,BaCoO2,4.0006194,3.67552,3.2059674,3.2912033,3.319378,3.1980207
482,mp-19097,FeBO3,4.7368045,4.923126,4.9781837,4.993601,5.0373144,4.8345003
483,mp-19126,NdCrO4,1.9517316,2.4579647,2.4579647,2.4579647,2.4337118,2.4038293
484,mp-19127,Sr2FeMoO6,2.8971293,2.9541924,2.996343,3.074505,2.967934,3.0100138
485,mp-19128,CoO,1.6348243,1.4970851,1.4056423,1.3501444,0.86527205,0.7881267
486,mp-19138,BaNiO3,4.738,4.738,4.738,4.738,4.748688,4.748688
487,mp-19143,BaCo2(AsO4)2,2.0261054,2.1258724,2.1732018,1.8478932,1.6578743,1.4490538
488,mp-19153,Lu2Mn2O7,2.5663283,2.467288,2.467288,2.4565454,2.8099597,2.7766826
489,mp-19154,Ba(FeO2)2,4.6834917,4.6637554,4.644325,4.7334614,4.729293,4.6338863
490,mp-19158,Mn3WO6,2.6446898,2.6446898,2.6446898,2.6446898,2.573463,2.6175754
491,mp-19164,BaDy2CoO5,2.701128,2.6595078,2.6595078,2.6595078,2.6595078,2.6960945
492,mp-19188,Ba3Mn2O8,5.7137566,5.7137566,5.7137566,5.7137566,5.7137566,5.7137566
493,mp-19197,Ba3CrO5,1.7146556,1.7005601,1.6384566,1.3688877,1.4178514,1.1400766
494,mp-19215,CaCrO4,5.1220655,4.8715286,4.8195977,4.2784095,4.441786,4.2937136
495,mp-19238,Co(PtO2)3,2.2836092,2.2073143,2.2073143,2.186122,2.1460247,2.3128915
496,mp-19239,Mg6MnO8,3.8986902,4.2859397,4.2859397,4.28657,4.180994,4.09052
497,mp-19240,ErCrO4,-1.182117,-1.2969398,-1.2969398,-1.2969398,-0.9984854,-0.9618987
498,mp-19241,BaNiO3,4.738,4.738,4.738,4.738,4.748688,4.748688
499,mp-19248,BaSm2CoO5,3.681252,3.6564555,3.6564555,3.6564555,3.6564555,3.6564555
500,mp-19256,Er2Mn2O7,2.5404198,2.6286402,2.6286402,2.7058675,2.7058675,2.786012
501,mp-19262,Cr2CdO4,2.1525743,2.4292312,1.9902228,1.988819,1.9566933,1.7874285
502,mp-19267,BaMnO3,5.5160117,5.5160117,5.5160117,5.5160117,5.5160117,5.4667435
503,mp-19272,TbCrO4,0.25172046,0.3231265,0.3231265,0.43576932,0.3818844,0.4184711
504,mp-19279,Li2MnO2,5.1488476,5.1488476,5.1488476,5.1488476,5.1488476,5.1488476
505,mp-19281,LaCrO3,2.8269722,2.875267,2.875267,2.9491868,2.8953018,3.0205235
506,mp-19292,Co(AsO3)2,1.1031783,0.92901194,1.0452373,0.76433015,0.7981243,0.77109766
507,mp-19313,Zn(FeO2)2,2.178904,2.1644497,1.9405799,1.9405799,1.709481,1.5053098
508,mp-19342,WO3,2.0759008,2.0605934,2.0134866,1.9437064,2.001432,2.001432
509,mp-19345,ErMn2O5,4.2635593,4.297936,4.5320888,4.6093163,4.6093163,4.370144
510,mp-19359,NaFeO2,5.05003,4.788535,5.137143,5.2003913,5.130304,5.3110147
511,mp-19360,LuCrO4,0.94513977,1.0139164,0.9336748,0.9336748,1.007594,1.0441808
512,mp-19383,Ti4Mn(PO4)6,1.45811,2.0414968,2.2638054,2.3604507,2.8120196,2.7031894
513,mp-19384,Ni(AsO3)2,2.9835353,2.8399994,2.857811,2.680878,2.2972417,2.332393
514,mp-19390,WO3,1.9222187,1.9069115,1.9076205,1.837839,1.8955642,1.8955642
515,mp-19393,NdMn2O5,2.5975652,2.7165725,2.9050694,3.0147727,3.0147727,2.7609563
516,mp-19398,FeAsO4,2.5771694,2.7073884,2.5406194,2.3019876,2.3019876,2.3175607
517,mp-19399,Cr2O3,4.639951,4.787901,4.7109795,4.2597303,4.3210216,4.3334017
518,mp-19403,Ba2CaMoO6,2.9758105,2.9727385,2.9022515,2.922951,2.7272615,2.7272615
519,mp-19409,Mn(AsO3)2,3.0846972,3.0846972,3.268682,2.9530914,2.8801377,2.8801377
520,mp-19436,La7Mo7O30,-0.41720334,-0.47651497,-0.46262828,-0.46262828,-0.46262828,-0.42604157
521,mp-19442,Mn(Ni3O4)2,5.9749627,5.952008,5.952008,5.952008,5.952008,5.9413195
522,mp-19443,WO3,1.6175779,1.602271,1.60298,1.5331985,1.5909237,1.5909237
523,mp-19458,BaV10O15,3.5800645,3.6987422,3.6611805,3.6426356,3.6044097,3.5449529
524,mp-19460,Ba5Nd8Mn4O21,1.9363363,1.9929612,1.9929612,1.9822199,2.0268884,2.4463112
525,mp-19471,Ba5Sm8Mn4O21,6.230513,6.462197,6.7139053,6.7630157,6.678851,6.559877
526,mp-19504,BaV2(CoO4)2,0.6706573,0.560954,0.4530241,-0.5530901,-0.3957404,-0.34915483
527,mp-19509,SrV10O15,5.2759175,5.2913346,5.2913346,5.237362,5.3080025,5.4866514
528,mp-19514,Sr2CrO4,4.704141,4.5464873,4.217385,4.0383396,4.1567693,4.204099
529,mp-19793,YbFeO3,2.4579184,2.591858,2.5586658,2.60468,2.60468,2.6782873
530,mp-19802,TbCoO3,1.4799899,1.4362105,1.4362105,1.4362105,1.4362105,1.4727973
531,mp-19803,CdIn2O4,5.5728846,5.5099072,5.6059227,5.4309754,5.3578095,5.564434
532,mp-19853,TbFeO3,3.922817,3.8635333,3.8096483,3.8096483,3.8096483,3.8129582
533,mp-1986,ZnO,4.8365364,4.7232494,4.7911243,4.555386,4.5512176,4.4889092
534,mp-20016,SmCoO3,1.0601419,1.0387276,1.0387276,1.0387276,1.0387276,1.0387276
535,mp-20046,LiCoAsO4,3.340604,3.384475,3.273846,3.4170055,3.0097466,3.0963526
536,mp-20052,LiMnAsO4,5.070069,4.753,4.910641,4.910641,4.577458,4.6329074
537,mp-20079,CaPbO3,6.461273,6.461273,6.461273,6.461273,6.479818,6.479818
538,mp-20090,PrCoO3,2.3082013,2.2021594,2.2021594,2.2021594,2.2021594,2.2054694
539,mp-20098,Ba2PbO4,6.1330805,6.1330805,6.1264386,5.945728,5.945728,5.945728
540,mp-20194,CeO2,6.174676,6.3272524,6.410474,6.596339,6.596339,6.5218
541,mp-20205,Yb2Cu2O5,3.4492202,3.628436,4.078401,4.0697384,4.0150223,4.090738
542,mp-20223,Mn2GeO4,6.2183905,6.2183905,6.2183905,6.2183905,6.2183905,6.2183905
543,mp-20243,SmFeO3,2.1804187,2.0908065,2.0908065,2.206572,2.206572,2.3767462
544,mp-20273,Ca3PbO,4.8903804,4.8903804,4.839589,4.874692,4.874692,4.874692
545,mp-20302,Fe2BO4,4.7673583,4.8232803,4.7977395,4.893755,4.748959,4.552798
546,mp-20352,Ba3In2O6,5.5148873,5.5148873,5.5148873,5.5148873,5.5148873,5.5148873
547,mp-20399,Ba2MnMoO6,2.5527687,2.5947165,2.6079125,2.6588268,2.6588268,2.5329187
548,mp-20406,Lu2V2O7,3.6134546,3.533684,3.6266146,3.6169024,3.6399763,3.643286
549,mp-20489,SrPbO3,5.665081,5.707331,5.833072,5.784081,5.843538,5.843538
550,mp-20546,Ba2In2O5,5.4823365,5.4243803,5.4243803,5.4243803,5.4243803,5.4243803
551,mp-20569,MnSnO3,6.2274504,6.2274504,6.2274504,6.2274504,6.2274504,6.2274504
552,mp-20659,Sr3NiPbO6,4.3084164,4.3084164,4.349905,4.26775,4.26775,4.26775
553,mp-20699,YMnO3,3.2751963,3.1343725,3.255629,3.3327744,3.4119968,3.328811
554,mp-20727,Sb2PbO6,4.1805,4.460528,4.510981,4.8441653,4.8441653,4.9462123
555,mp-20882,CeBO3,5.6041937,5.636778,5.6952224,5.741518,5.7944126,5.7522264
556,mp-20921,Ba3MnNb2O9,-0.79109323,-0.6242678,-0.47299594,-0.297661,0.24500386,0.24500386
557,mp-20930,InCuO2,4.553724,4.48077,4.48077,4.48077,4.4661665,4.414817
558,mp-20944,Sr2PbO4,6.6086993,6.644321,6.653776,6.653776,6.653776,6.653776
559,mp-2097,SnO,6.3192296,6.3192296,6.3192296,6.3192296,6.3192296,6.3192296
560,mp-20980,NaNdTiO4,1.741472,1.8652246,1.8652246,1.8652246,1.8652246,1.8998787
561,mp-21084,In6Ga2PtO8,4.173827,4.173827,4.123009,4.123009,4.1247826,4.1247826
562,mp-21137,Ca2PbO4,5.640313,5.6497684,5.6497684,5.6497684,5.6497684,5.6497684
563,mp-21145,SrFeO2,1.4935756,1.3925319,1.3442767,1.3266711,1.2852967,1.0725281
564,mp-21317,BaEr2CoO5,2.8080845,2.7934196,2.7934196,2.7934196,2.7934196,2.8300064
565,mp-2133,ZnO,4.8365364,4.7232494,4.7911243,4.555386,4.5512176,4.4889092
566,mp-21644,BaNb8O14,0.91840386,0.84951305,0.84951305,0.9266585,0.9266585,0.9266585
567,mp-21699,BaLa2In2O7,2.5321722,3.129071,3.1648972,3.1461918,3.3439798,3.4326146
568,mp-21792,Na5CoO4,3.5663207,3.5571198,3.345345,3.345345,3.3123112,3.3147976
569,mp-21838,Ce(SeO4)2,2.4704843,2.564071,2.846305,2.8563654,2.8959603,2.8959603
570,mp-21879,Ba2CePtO6,3.2526646,3.2526646,3.2053351,3.2829907,3.3844798,3.8039024
571,mp-21947,Ce(SO4)2,2.5385232,3.764722,3.912189,4.259197,4.259197,4.241386
572,mp-21971,Ca3Fe2(GeO4)3,4.383299,4.228515,4.312697,4.360027,4.360027,4.360027
573,mp-21996,Na5NiO4,5.215786,5.215786,5.215786,5.215786,5.215786,5.215786
574,mp-22113,Ca2Fe2O5,6.1146507,6.139673,6.0496616,5.9287004,5.9287004,5.9200997
575,mp-22137,DyCoO3,1.6410939,1.6381129,1.6381129,1.6381129,1.6381129,1.6746994
576,mp-22186,In6Ge2PtO9,4.3260617,4.137134,4.137134,4.137134,4.137134,4.137134
577,mp-22203,SmMnO3,6.99183,7.1334596,7.1334596,7.1334596,7.1334596,7.0429845
578,mp-22213,MnSn(BO3)2,4.8865294,5.010834,5.010834,5.010834,5.0007625,5.0007625
579,mp-22225,CeSiBO5,5.711757,5.372407,5.41304,5.41304,5.459336,5.5122304
580,mp-22230,BaPbO3,5.745906,5.745906,5.745906,5.745906,5.745906,5.745906
581,mp-22252,LaFe3(BO3)4,3.4257772,3.3718922,3.3718922,3.3718922,3.3718922,3.3718922
582,mp-22264,CsSr2Nb3O10,3.0347457,3.4028099,3.4381394,3.9843044,3.9938288,3.7349632
583,mp-22265,Fe(SbO2)2,-0.112624064,-0.079921156,-0.097924024,-0.097924024,-0.044244073,-0.0076573007
584,mp-22391,Sr3V2O7,3.5584722,3.6114745,3.6636267,3.607938,3.7196543,3.7759154
585,mp-22408,CoO,1.6348243,1.4970851,1.4056423,1.3501444,0.86527205,0.7881267
586,mp-22421,Fe2GeO4,1.3004146,1.3004146,0.8155427,0.7058395,0.7521148,0.7994442
587,mp-22428,SrCeO3,5.701458,5.999524,5.9610476,5.9524612,6.1383266,6.0478516
588,mp-22524,CeP2O7,3.167677,4.1769843,4.7613425,4.701138,4.676035,4.8951178
589,mp-22538,Li8PbO6,4.9354334,5.1532016,5.1532016,5.1532016,5.212469,5.3029437
590,mp-22564,PrMnO3,4.150833,4.537609,4.6654253,4.615516,5.0224624,5.066671
591,mp-22576,Mn(SbO3)2,3.5621831,4.2285404,4.176549,4.2270017,4.62911,4.806043
592,mp-22598,In2O3,5.507056,5.507056,5.507056,5.507056,5.507056,5.457788
593,mp-22599,NdCoO3,2.552991,2.4225802,2.4225802,2.3956249,2.3956249,2.3989348
